A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
b,3,1,y,p,cc,v,1,f,f,1,f,g,1,1,-
b,6,2,y,p,ff,ff,1,f,f,1,f,g,1,1,-
b,2,2,y,p,c,v,1,f,f,1,f,g,1,1,-
b,2,1,u,g,k,v,1,f,f,1,t,g,2,1,-
b,2,1,u,g,aa,v,1,f,f,1,f,g,1,1,-
b,7,1,u,g,c,v,1,f,f,1,t,g,2,1,-
b,1,1,y,p,ff,ff,1,f,t,1,f,g,1,1,-
b,1,1,u,g,ff,ff,1,f,t,1,f,g,2,1,-
a,6,1,u,g,ff,ff,1,f,f,1,t,s,1,1,-
a,3,1,u,g,ff,ff,1,f,t,1,f,g,1,1,-
b,2,1,u,g,k,v,1,f,t,1,t,g,1,1,-
b,2,1,u,g,k,v,1,f,t,2,f,s,1,1,-
b,4,2,u,g,ff,ff,1,f,t,1,f,g,1,1,-
b,3,1,y,p,m,v,1,f,f,1,t,s,1,1,-
b,1,2,u,g,k,v,1,f,f,1,t,g,1,1,-
a,1,1,y,p,j,ff,1,f,f,1,f,g,1,1,-
a,3,5,u,g,ff,ff,1,f,f,1,f,g,1,1,-
b,1,1,u,g,c,v,1,f,f,1,f,g,1,1,-
a,3,1,u,g,ff,ff,1,f,f,1,f,g,2,1,-
b,3,1,u,g,ff,ff,1,f,t,1,f,g,1,1,-
b,1,3,u,g,c,v,1,f,f,1,f,g,1,1,-
b,3,2,y,p,i,bb,3,f,f,1,f,g,1,1,-
b,4,1,u,g,c,v,1,f,f,1,f,g,1,1,-
b,4,2,u,g,q,v,2,f,f,1,f,g,3,1,-
b,3,1,u,g,w,v,1,f,f,1,t,g,2,1,-
b,6,1,u,g,d,v,2,f,f,1,t,g,1,1,-
b,4,7,u,g,w,v,1,f,f,1,f,g,2,1,-
b,4,1,u,g,c,v,1,f,f,1,f,p,1,1,-
b,3,1,y,p,c,v,1,f,f,1,f,g,2,1,-
b,4,2,u,g,i,bb,2,f,f,1,f,g,2,1,-
b,2,1,y,p,c,v,1,f,f,1,t,g,1,1,-
a,2,1,y,p,c,v,1,f,f,1,f,g,1,1,-
b,2,1,u,g,m,v,1,f,t,1,f,g,2,1,-
b,2,1,u,g,c,v,1,f,f,1,f,g,2,1,-
a,4,1,u,g,ff,ff,1,f,t,2,f,g,1,1,-
a,2,1,u,g,j,j,1,f,t,1,f,g,1,1,-
a,3,2,u,g,m,v,1,f,t,1,t,g,2,1,-
b,3,2,u,g,c,v,1,f,t,1,t,g,1,1,-
a,3,1,u,g,w,h,1,f,t,1,f,g,1,1,-
b,2,1,u,g,k,v,1,f,f,1,f,g,1,1,-
b,1,2,u,g,i,h,1,f,f,1,t,g,1,1,-
a,2,5,u,g,k,h,1,f,f,1,f,g,2,1,-
b,2,2,y,p,i,h,1,f,f,1,f,g,1,1,-
b,1,3,u,g,i,v,1,f,f,1,f,g,1,1,-
b,1,2,y,p,i,v,1,f,f,1,t,g,2,1,-
b,2,1,u,g,c,v,1,f,f,1,f,g,1,1,-
b,2,1,u,g,d,v,1,f,f,1,t,g,1,1,-
b,2,1,u,g,i,h,1,f,f,1,t,g,2,1,-
b,4,1,y,p,i,h,4,f,f,1,t,s,1,1,-
b,2,5,u,g,i,v,1,f,f,1,f,g,1,1,-
b,2,1,y,p,c,v,1,f,f,1,f,s,1,1,-
a,1,1,u,g,i,v,1,f,t,1,t,g,2,1,-
b,2,2,y,p,k,v,1,f,t,1,t,g,2,1,-
a,1,4,u,g,aa,v,1,f,t,2,t,g,1,1,-
b,2,1,y,p,c,v,1,f,t,1,f,g,1,1,-
b,4,1,u,g,m,v,1,f,f,1,f,s,1,1,-
b,10,7,y,p,ff,ff,1,f,t,1,f,g,1,1,-
b,3,1,y,p,k,v,1,f,f,1,f,g,2,1,-
b,2,5,y,p,aa,v,1,f,f,1,t,g,1,1,-
b,1,2,y,p,ff,ff,1,f,f,1,t,g,1,1,-
b,5,1,u,g,q,v,1,f,f,1,t,g,2,1,-
a,6,1,u,g,q,h,1,t,t,1,f,g,2,1,+
b,2,1,u,g,q,v,2,t,t,1,t,g,3,1,+
b,4,4,u,g,m,v,3,t,t,3,f,g,2,1,+
a,2,5,u,g,c,h,3,t,f,1,f,g,2,1,+
a,1,2,y,p,c,h,2,t,f,1,f,g,2,1,+
b,1,4,u,g,w,v,1,t,f,1,f,g,1,1,+
a,2,1,u,g,x,h,1,t,f,1,t,g,1,1,+
b,1,4,u,g,c,v,1,t,t,1,t,g,1,1,+
b,2,1,u,g,c,v,1,t,t,1,t,g,2,1,+
b,2,3,u,g,c,v,1,t,t,1,f,g,1,1,+
b,3,2,u,g,x,v,2,t,t,1,t,g,2,1,+
b,4,2,u,g,cc,v,2,t,t,2,t,g,1,1,+
a,8,1,u,g,ff,ff,1,t,t,1,f,g,2,1,+
b,3,2,u,g,x,v,2,t,t,1,f,g,3,1,+
a,3,2,u,g,c,v,1,t,t,1,t,g,2,1,+
b,3,7,u,g,c,v,3,t,t,3,f,g,1,1,+
a,1,4,u,g,aa,v,1,t,t,1,f,g,1,1,+
a,2,2,u,g,q,h,1,t,t,3,f,g,1,1,+
a,3,5,u,g,c,v,1,t,t,1,f,g,2,1,+
b,2,2,y,p,w,v,1,t,t,1,t,g,1,1,+
b,1,2,y,p,w,v,1,t,t,1,t,g,1,1,+
a,5,2,u,g,j,j,1,t,f,1,f,g,1,1,+
a,5,1,u,g,c,v,1,t,f,1,f,g,1,1,+
b,1,4,u,g,e,dd,1,t,f,1,f,g,1,1,+
b,2,1,y,p,c,h,1,t,f,1,f,g,1,1,+
b,3,4,u,g,x,v,3,t,f,1,f,g,1,1,+
a,8,2,u,g,aa,v,2,t,t,1,f,g,1,1,+
b,1,1,u,g,c,v,1,t,t,1,t,g,2,1,+
a,3,1,u,g,q,v,1,t,t,1,f,g,1,1,+
b,4,1,u,g,x,v,1,t,t,1,t,g,3,1,+
b,2,3,u,g,k,v,1,t,t,1,f,g,1,1,+
a,3,2,u,g,e,dd,1,t,t,1,t,g,1,1,+
b,2,2,u,g,m,v,1,t,t,1,f,g,2,1,+
a,2,4,u,g,q,v,1,t,t,2,f,g,1,1,-
a,3,1,u,g,q,v,1,t,f,1,t,g,3,1,-
b,5,1,u,g,c,v,1,t,f,1,t,g,1,1,-
b,5,1,u,g,k,v,1,t,f,1,f,g,1,1,-
a,7,1,u,g,i,bb,1,t,f,1,t,g,2,1,-
a,7,3,u,g,k,h,3,t,t,1,t,g,1,1,-
b,5,10,u,g,q,h,1,t,t,1,f,g,4,1,-
a,2,1,u,g,c,h,1,t,f,1,t,g,2,1,-
a,2,1,u,g,aa,h,1,t,f,1,f,g,2,1,-
b,5,1,u,g,i,bb,1,t,f,1,f,g,3,1,-
b,5,1,u,g,ff,ff,1,t,f,1,f,g,1,1,-
b,3,1,u,g,aa,v,3,t,f,1,t,g,3,1,-
a,4,1,y,p,ff,ff,1,t,f,1,f,g,2,1,-
a,2,1,u,g,ff,ff,1,t,f,1,f,g,1,1,-
b,4,2,u,g,x,h,2,t,f,1,t,g,4,1,-
b,4,1,u,g,w,bb,1,t,f,1,t,g,1,1,-
b,10,2,u,g,c,v,1,t,f,1,f,g,1,1,-
b,1,1,y,p,cc,v,1,t,f,1,t,g,1,1,-
b,5,2,u,g,i,bb,1,t,f,1,f,g,1,1,-
b,1,4,y,p,k,h,1,t,f,1,t,g,1,1,-
b,4,2,u,g,w,v,1,t,f,1,t,g,1,1,-
b,3,1,y,p,i,bb,1,t,t,2,t,g,1,1,-
b,5,4,y,p,d,v,1,t,f,1,f,s,1,1,-
b,2,1,y,p,w,v,1,t,t,1,t,g,2,1,-
b,2,1,u,g,d,h,1,t,t,1,f,g,1,1,+
b,3,1,u,g,x,v,1,t,t,2,t,g,2,1,+
b,6,5,u,g,m,v,6,t,f,1,f,s,1,1,+
b,10,8,u,g,e,z,5,t,t,1,t,g,1,1,+
b,6,4,u,g,i,bb,1,t,t,2,f,g,1,1,+
b,4,6,u,g,r,n,2,t,t,2,t,g,1,1,+
b,4,2,u,g,w,v,2,t,t,3,f,g,2,1,+
a,2,5,y,p,x,h,1,t,t,1,f,g,1,1,+
b,5,1,u,g,c,h,1,t,t,1,f,g,2,1,+
b,3,2,u,g,w,v,3,t,t,1,t,g,2,1,+
a,3,1,u,g,w,v,1,t,t,3,f,g,1,1,+
b,6,1,u,g,x,h,1,t,f,1,f,g,1,1,+
a,2,1,u,g,q,h,1,t,t,2,t,g,1,1,+
a,2,5,u,g,cc,h,2,t,t,1,f,g,2,1,+
b,2,1,u,g,x,h,1,t,f,1,f,g,1,1,+
b,2,1,u,g,c,h,1,t,f,1,f,g,3,1,+
b,2,5,u,g,q,h,1,t,f,1,t,g,1,1,+
b,5,2,u,g,q,h,5,t,f,1,t,g,1,1,+
a,2,2,u,g,aa,v,1,t,f,1,f,g,1,1,+
b,2,5,u,g,w,h,1,t,t,2,t,g,2,1,+
a,2,2,u,g,x,h,1,t,f,1,f,g,2,1,+
b,5,1,y,p,c,v,1,t,t,2,t,g,2,1,+
a,4,1,u,g,aa,v,1,t,t,1,f,g,1,1,+
b,7,1,u,g,w,v,1,t,t,1,t,g,1,1,+
b,2,2,y,p,d,v,1,t,t,2,t,g,1,1,+
b,2,1,y,p,x,v,1,t,t,1,t,g,5,1,+
a,8,5,u,g,ff,ff,1,t,t,2,t,g,1,1,+
a,1,4,u,g,c,h,1,t,t,1,f,g,1,1,+
b,3,1,y,p,c,h,2,t,t,1,t,g,3,1,+
b,3,1,u,g,c,v,1,t,t,2,f,g,1,1,+
b,2,3,u,g,c,v,1,t,t,1,f,g,1,1,+
b,4,1,u,g,c,v,1,t,t,2,f,g,1,1,+
b,4,3,u,g,m,v,1,t,t,1,t,g,1,1,+
b,3,1,u,g,x,v,1,t,t,2,t,g,2,1,+
b,5,1,u,g,e,v,1,f,t,1,f,s,3,1,+
b,6,2,u,g,m,v,1,t,f,1,t,g,2,1,+
b,3,4,y,p,w,h,2,t,f,1,t,g,1,1,+
a,3,6,y,p,e,z,1,t,f,1,f,g,1,2,+
b,9,7,u,g,ff,ff,1,t,f,1,t,g,1,1,+
b,8,8,u,g,x,h,7,t,t,2,t,g,1,1,+
b,6,6,u,g,c,v,3,t,t,2,f,g,1,1,+
b,2,1,y,p,c,v,1,t,t,1,t,g,1,1,+
b,2,1,u,g,c,v,1,t,t,2,t,g,1,1,+
b,3,3,u,g,cc,v,2,t,t,2,f,g,2,1,+
b,2,1,u,g,c,h,2,t,t,1,t,g,2,1,+
b,2,1,u,g,c,v,1,f,f,1,f,p,1,1,+
b,4,2,u,g,w,v,1,f,f,1,t,g,2,1,+
b,4,1,u,g,k,v,1,t,f,1,t,g,2,1,+
b,2,1,u,g,c,bb,1,t,f,1,f,g,2,1,+
a,5,2,u,g,c,v,1,t,t,2,t,g,2,1,+
a,2,3,u,g,aa,v,1,t,t,1,f,g,1,1,+
b,1,1,u,g,q,v,1,f,t,1,f,g,2,1,+
b,2,1,u,g,c,v,1,t,t,2,t,g,1,1,+
a,3,1,u,g,k,v,1,t,t,1,f,g,2,1,+
b,5,1,y,p,c,v,1,f,f,1,t,g,1,1,-
b,3,1,y,p,k,v,1,f,f,1,f,g,2,1,-
b,1,1,u,g,q,v,1,f,f,1,f,g,1,1,-
b,2,1,u,g,c,h,1,t,f,1,f,g,1,1,-
a,3,1,y,p,k,v,1,f,f,1,t,g,2,1,-
b,1,1,u,g,c,v,1,f,f,1,f,g,1,1,+
b,3,2,u,g,k,v,1,f,f,1,t,g,2,1,-
b,3,1,y,p,d,v,2,f,f,1,t,g,3,1,-
b,6,2,u,g,x,bb,1,f,f,1,t,g,3,1,-
b,1,1,y,p,k,v,1,f,f,1,f,g,1,1,-
b,3,2,y,p,q,h,2,f,t,1,t,g,2,1,-
b,2,1,u,g,w,v,1,f,t,1,f,g,3,1,-
b,1,4,u,g,c,bb,1,f,t,1,t,g,1,1,-
a,4,2,u,g,c,v,1,f,f,1,f,g,1,1,-
b,3,1,u,g,c,h,1,f,t,1,t,g,2,1,-
b,2,1,u,g,i,v,1,f,t,1,t,g,2,1,-
b,3,5,y,p,ff,ff,1,f,t,1,f,g,1,1,-
b,3,2,u,g,m,v,1,f,t,1,t,g,3,1,-
b,1,4,y,p,aa,v,1,t,f,1,f,g,1,1,-
b,2,1,u,g,i,v,1,f,f,1,f,g,1,1,-
b,2,1,u,g,c,j,1,f,f,1,t,s,1,1,+
a,2,1,u,g,c,v,1,f,f,1,f,p,1,1,+
b,1,1,u,g,q,v,1,f,f,1,f,g,1,1,-
b,2,1,y,p,cc,v,1,f,f,1,f,g,1,1,-
b,2,5,u,g,c,v,1,f,f,1,f,s,1,1,-
b,2,3,y,p,i,bb,1,f,f,1,t,g,1,1,-
b,4,1,u,g,ff,ff,1,f,f,1,f,g,1,1,-
b,3,5,u,g,d,h,1,f,f,1,f,g,2,1,-
a,1,1,u,g,w,v,1,f,f,1,f,g,2,1,-
a,2,1,u,g,q,v,1,f,f,1,t,g,1,1,-
a,3,1,u,g,m,h,1,f,t,1,t,g,2,1,-
a,4,1,u,g,ff,ff,1,f,f,1,f,g,1,1,-
b,3,1,y,p,k,ff,1,f,f,1,f,g,1,1,-
a,2,1,u,g,w,v,1,f,t,1,t,g,2,1,-
b,1,1,u,g,c,n,1,f,t,1,t,g,1,1,-
b,5,1,y,p,m,v,1,f,f,1,t,g,1,1,-
b,1,4,u,g,aa,v,1,f,f,1,f,g,1,1,-
b,3,2,u,g,aa,v,1,f,f,1,t,g,1,1,-
b,4,1,u,g,k,v,1,f,f,1,t,g,2,1,-
b,4,1,u,g,i,bb,1,f,f,1,t,g,2,1,-
b,3,1,y,p,cc,v,2,f,f,1,t,g,1,1,-
b,3,1,y,p,aa,v,2,f,f,1,t,g,2,1,-
a,6,3,u,g,aa,h,2,f,f,1,f,g,1,1,-
b,4,1,y,p,w,v,1,f,f,1,t,g,2,1,-
b,4,1,u,g,cc,v,1,f,f,1,t,g,1,1,-
a,2,4,u,g,c,v,1,f,f,1,f,g,1,1,-
b,2,4,u,g,aa,v,1,f,f,1,t,g,1,1,-
b,2,1,u,g,k,h,2,f,f,1,t,g,2,1,-
a,4,2,u,g,ff,ff,1,f,t,1,f,g,1,1,-
b,6,2,u,g,i,bb,1,f,f,1,f,g,1,1,-
a,1,3,u,g,q,v,1,f,t,1,t,g,1,1,-
a,2,1,u,g,i,v,1,f,f,1,t,s,1,1,-
b,2,5,u,g,i,v,1,t,f,1,t,g,1,1,-
a,2,1,u,g,q,v,1,f,t,1,t,g,1,1,-
a,2,2,y,p,ff,ff,1,f,f,1,f,g,1,1,-
b,2,2,u,g,c,h,1,f,t,1,t,g,3,1,-
a,4,1,u,g,aa,v,1,f,f,1,f,g,1,1,-
a,1,1,u,g,c,v,1,f,f,1,f,g,1,1,-
a,3,2,u,g,c,v,1,f,t,1,t,g,1,1,-
b,2,4,u,g,aa,v,1,f,f,1,f,g,1,1,-
b,3,2,u,g,c,v,1,f,f,1,f,g,2,1,-
a,2,1,u,g,w,v,1,f,f,1,t,g,1,1,-
b,3,2,y,p,cc,v,1,f,f,1,t,g,1,1,-
b,3,1,y,p,w,v,1,f,f,1,f,s,1,1,-
b,3,1,y,p,m,v,1,f,f,1,f,g,1,1,-
a,2,5,u,g,c,v,1,f,f,1,t,g,1,1,-
a,1,1,u,g,c,v,1,f,t,1,t,g,1,1,-
b,3,1,u,g,d,h,1,f,f,1,t,s,2,1,-
b,6,1,y,p,ff,ff,1,f,f,1,f,g,1,1,-
b,6,3,u,g,w,v,2,f,f,1,f,g,3,1,-
b,2,5,u,g,cc,v,1,f,f,1,f,g,1,1,-
a,6,1,u,g,aa,v,1,f,f,1,t,g,2,1,-
b,3,1,y,p,e,h,1,f,f,1,f,g,2,1,-
a,4,1,u,g,i,h,1,f,f,1,f,g,2,1,-
a,5,1,u,g,aa,v,1,f,f,1,f,g,2,1,-
a,3,4,u,g,q,h,1,f,t,2,t,g,1,1,-
b,1,3,u,g,m,v,1,f,t,1,f,g,1,1,-
a,1,4,u,g,ff,ff,1,f,f,1,f,g,1,1,-
a,1,1,u,g,c,v,1,f,f,1,f,g,1,1,-
b,1,1,u,g,k,v,1,f,f,1,f,g,2,1,-
b,3,1,y,p,d,h,2,f,f,1,f,g,1,1,-
b,1,2,u,g,i,v,1,f,f,1,t,g,1,1,-
b,4,1,y,p,d,v,1,f,f,1,f,g,2,1,-
b,5,2,u,g,m,v,2,f,f,1,t,s,2,1,-
b,2,4,y,p,e,h,1,f,f,1,f,g,2,1,-
a,2,1,u,g,c,v,1,f,t,1,t,g,1,1,-
a,2,5,y,p,ff,ff,1,f,t,1,t,g,1,1,-
b,1,1,u,g,aa,v,1,f,f,1,f,g,2,1,-
b,4,2,u,g,c,h,3,f,f,1,t,g,1,1,-
